HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,Worker_GT
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,make these,0,2,1,1
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,offer it to him if he,1,2,1,1
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,asks me for a snack if he,1,2,1,1
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,finish it all I,1,2,1,1
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,put it back in the refrigerator,1,0,1,1
36KM3FWE3QBQ8TQY79G4SJN7REF70Z,1mini_8.mp4,go on hand,1,1,1,1
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,1mini_15.mp4,strain the seeds,0,1,1,1
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,1mini_15.mp4,looking back that,0,2,2,1
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,1mini_15.mp4,do if I ever,0,2,2,1
3W5PY7V3UO6GPJNLGQGAN1M0UMUJYJ,1mini_15.mp4,make this again in the future which I,0,2,2,1
3P7RGTLO6DCA4LV0I526LU466KRAKZ,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,0,0,0,0
3P7RGTLO6DCA4LV0I526LU466KRAKZ,7mini_29.mp4,making myself a berry and granola yogurt,0,0,0,0
3P7RGTLO6DCA4LV0I526LU466KRAKZ,7mini_29.mp4,add some delicious blueberries,0,0,0,0
3P7RGTLO6DCA4LV0I526LU466KRAKZ,7mini_29.mp4,pour in my favorite granola,0,0,0,0
3P7RGTLO6DCA4LV0I526LU466KRAKZ,7mini_29.mp4,"Add another layer of yogurt , and top the healthy mix with yummy strawberries",0,0,0,0
3IQ9O0AYW5YODM4LO28B3JFL25NITH,1mini_17.mp4,treat if they or you,2,2,1,1
3IQ9O0AYW5YODM4LO28B3JFL25NITH,1mini_17.mp4,used the potty,0,2,1,1
3IQ9O0AYW5YODM4LO28B3JFL25NITH,1mini_17.mp4,divided them I,0,1,1,0
3IQ9O0AYW5YODM4LO28B3JFL25NITH,1mini_17.mp4,give them all to him at once,0,0,1,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,check my social media,1,1,1,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,answer to you guys,1,2,0,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,Let me just,1,1,0,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,make it at home,0,0,0,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,put the jar lid on,1,1,0,1
3SR6AEG6W4SKYDSVSQDPBO6LHUPYHS,7mini_31.mp4,take it with you to school or work,1,1,1,1
3RSBJ6YZEBPOQ3XNRDGR6CW6N5EOFA,2mini_21.mp4,has a channel too in case you,2,2,1,1
3RSBJ6YZEBPOQ3XNRDGR6CW6N5EOFA,2mini_21.mp4,seen his,2,2,1,1
3RSBJ6YZEBPOQ3XNRDGR6CW6N5EOFA,2mini_21.mp4,so check his out I just,2,2,1,1
3RSBJ6YZEBPOQ3XNRDGR6CW6N5EOFA,2mini_21.mp4,give him a little shout out Byron Talbott,2,2,1,1
3RSBJ6YZEBPOQ3XNRDGR6CW6N5EOFA,2mini_21.mp4,see you guys very soon,2,2,1,1
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,paint my nails every weekend morning,0,0,0,0
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,filming later that day,2,2,0,1
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,", and",2,2,2,1
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,listen to some music,0,1,0,1
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,paint my nails,0,0,0,0
30P8I9JKOHKREQDVMDPWFSZ1U4X5VA,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,0,0,0,0
3D3B8GE891QXATIB3RTELGFLUCF9PK,6mini_2.mp4,make sure your skin,0,2,2,1
3D3B8GE891QXATIB3RTELGFLUCF9PK,6mini_2.mp4,cleansed before you,0,2,2,0
3D3B8GE891QXATIB3RTELGFLUCF9PK,6mini_2.mp4,do all that,0,2,2,1
3D3B8GE891QXATIB3RTELGFLUCF9PK,6mini_2.mp4,absorbing all that serum when there,0,2,2,1
3D3B8GE891QXATIB3RTELGFLUCF9PK,6mini_2.mp4,move on,0,1,2,1
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,get into bed,0,0,0,0
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,snuggles free,0,0,2,0
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,book the drink,2,1,2,1
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,relax I,2,1,2,0
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,hope you guys,2,0,2,1
31MCUE39BJL5IE0WJZ2H0UY7TTIG36,4mini_19.mp4,see you next time,2,0,2,1
3566S7OX5CIQFIBG3SK46O6HW6L712,7mini_26.mp4,baking sheet,0,0,2,1
3566S7OX5CIQFIBG3SK46O6HW6L712,7mini_26.mp4,Flat the mixture down with a spatula,0,0,0,0
3566S7OX5CIQFIBG3SK46O6HW6L712,7mini_26.mp4,making sure,0,2,2,1
3566S7OX5CIQFIBG3SK46O6HW6L712,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,0,0,0,0
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,make these,1,0,0,1
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,offer it to him if he,2,1,2,1
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,asks me for a snack if he,2,0,2,1
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,finish it all I,1,0,2,1
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,put it back in the refrigerator,1,0,0,1
3VMHWJRYHUFBKCBFS43NPPNZZ9JFX6,1mini_8.mp4,go on hand,2,1,2,1
301KG0KX9BKUXSZOZ56U2K5G2FVH2V,6mini_17.mp4,understand whether it,2,2,0,1
301KG0KX9BKUXSZOZ56U2K5G2FVH2V,6mini_17.mp4,growing in my tub,2,1,0,1
301KG0KX9BKUXSZOZ56U2K5G2FVH2V,6mini_17.mp4,followed me,2,0,0,1
301KG0KX9BKUXSZOZ56U2K5G2FVH2V,6mini_17.mp4,get in the tub,1,0,0,0
301KG0KX9BKUXSZOZ56U2K5G2FVH2V,6mini_17.mp4,drink a bunch of water,0,0,0,0
36BTXXLZ2U7HP0SEZO1C934K92P4RB,1mini_22.mp4,go ahead,2,2,2,1
36BTXXLZ2U7HP0SEZO1C934K92P4RB,1mini_22.mp4,see the color,0,0,2,1
36BTXXLZ2U7HP0SEZO1C934K92P4RB,1mini_22.mp4,come out the cheese,0,2,0,1
36BTXXLZ2U7HP0SEZO1C934K92P4RB,1mini_22.mp4,see that the cheese,0,2,0,1
36BTXXLZ2U7HP0SEZO1C934K92P4RB,1mini_22.mp4,make its appearance as it,2,2,1,1
3W0KKJIARQ8WLX2LL7ISP3YBGWR8KT,1mini_15.mp4,strain the seeds,0,1,1,1
3W0KKJIARQ8WLX2LL7ISP3YBGWR8KT,1mini_15.mp4,looking back that,2,2,1,1
3W0KKJIARQ8WLX2LL7ISP3YBGWR8KT,1mini_15.mp4,do if I ever,2,2,2,1
3W0KKJIARQ8WLX2LL7ISP3YBGWR8KT,1mini_15.mp4,make this again in the future which I,2,2,2,1
3FTID4TN8KXMK9BLJBSN3GZSYBYYLZ,4mini_10.mp4,hope I,2,2,1,1
3FTID4TN8KXMK9BLJBSN3GZSYBYYLZ,4mini_10.mp4,jinx myself,2,2,1,1
3FTID4TN8KXMK9BLJBSN3GZSYBYYLZ,4mini_10.mp4,shave my legs,0,0,0,0
3FTID4TN8KXMK9BLJBSN3GZSYBYYLZ,4mini_10.mp4,rinse my hair in the shower just,1,1,0,1
3FTID4TN8KXMK9BLJBSN3GZSYBZLYN,1mini_13.mp4,seems like an eternity in the oven,0,2,2,1
3FTID4TN8KXMK9BLJBSN3GZSYBZLYN,1mini_13.mp4,take it out,0,0,0,0
3FTID4TN8KXMK9BLJBSN3GZSYBZLYN,1mini_13.mp4,dehydrated at that point which,0,2,2,1
3FTID4TN8KXMK9BLJBSN3GZSYBZLYN,1mini_13.mp4,pull it right off the baking sheet,0,0,0,0
3EQPA8A373VGU9XQCCIT18V20GYJZA,4mini_4.mp4,tested the products myself before,0,0,0,0
3EQPA8A373VGU9XQCCIT18V20GYJZA,4mini_4.mp4,providing them to you guys,2,2,0,1
3EQPA8A373VGU9XQCCIT18V20GYJZA,4mini_4.mp4,gone through the entire packet of their original one it,2,2,0,1
3EQPA8A373VGU9XQCCIT18V20GYJZA,4mini_4.mp4,tried the Malibu one,2,2,0,0
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,run enough today,1,1,0,1
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,head home,0,1,0,0
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,take a quick shower first,0,0,0,0
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,"put on my favorite red robe , which I basically",0,0,0,0
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,live in,2,1,2,1
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,brush my hair,0,0,0,0
3QGTX7BCHO18NAI5NAEZ0YCXIF35ZA,7mini_19.mp4,"loving the heatless waves , which",1,1,2,1
3KVQ0UJWPWK4TFD0CNUS1UIF1DZ5WK,2mini_21.mp4,has a channel too in case you,0,1,2,1
3KVQ0UJWPWK4TFD0CNUS1UIF1DZ5WK,2mini_21.mp4,seen his,0,1,2,1
3KVQ0UJWPWK4TFD0CNUS1UIF1DZ5WK,2mini_21.mp4,so check his out I just,0,1,2,1
3KVQ0UJWPWK4TFD0CNUS1UIF1DZ5WK,2mini_21.mp4,give him a little shout out Byron Talbott,0,1,2,1
3KVQ0UJWPWK4TFD0CNUS1UIF1DZ5WK,2mini_21.mp4,see you guys very soon,0,1,2,1
34KYK9TV2Q7DBED0TSB47RFM5WPBSC,7mini_10.mp4,make colorful hearts all over this jar,0,0,0,0
34KYK9TV2Q7DBED0TSB47RFM5WPBSC,7mini_10.mp4,use my jar,1,0,2,0
34KYK9TV2Q7DBED0TSB47RFM5WPBSC,7mini_10.mp4,drink but this,2,0,2,1
34KYK9TV2Q7DBED0TSB47RFM5WPBSC,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",2,1,0,1
34KYK9TV2Q7DBED0TSB47RFM5WPBSC,7mini_10.mp4,done just,2,0,2,1
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,finish off by,1,2,1,1
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,using some of their body oil which I,0,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,gon just before I,1,2,1,1
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,use just the moisturize my body,0,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,get into bed,0,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUK53PX,4mini_18.mp4,chew out snowballs,1,1,1,1
32L724R85KJQLUBE7LZRY9EOD22IPC,6mini_2.mp4,make sure your skin,0,2,1,1
32L724R85KJQLUBE7LZRY9EOD22IPC,6mini_2.mp4,cleansed before you,0,2,1,0
32L724R85KJQLUBE7LZRY9EOD22IPC,6mini_2.mp4,do all that,0,2,2,1
32L724R85KJQLUBE7LZRY9EOD22IPC,6mini_2.mp4,absorbing all that serum when there,0,2,0,1
32L724R85KJQLUBE7LZRY9EOD22IPC,6mini_2.mp4,move on,0,0,1,1
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,making them at home,1,0,0,0
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,controlling the ingredients that,1,1,0,0
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,go in there,1,0,0,1
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,starting again with a food processor I,2,1,0,0
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,frozen berries that I,2,2,0,1
388FBO7JZQSC89E6VO82G83H36YYN1,1mini_40.mp4,sitting out for a little bit,1,1,0,1
3D06DR5224I5U9V33HFM07WAVPMAM4,7mini_26.mp4,baking sheet,2,0,2,1
3D06DR5224I5U9V33HFM07WAVPMAM4,7mini_26.mp4,Flat the mixture down with a spatula,0,0,0,0
3D06DR5224I5U9V33HFM07WAVPMAM4,7mini_26.mp4,making sure,2,0,2,1
3D06DR5224I5U9V33HFM07WAVPMAM4,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,0,0,0,0
3NBFJK3IOGHU43TI2XM9OXWIOKEOG9,1mini_17.mp4,treat if they or you,2,0,1,1
3NBFJK3IOGHU43TI2XM9OXWIOKEOG9,1mini_17.mp4,used the potty,2,0,1,1
3NBFJK3IOGHU43TI2XM9OXWIOKEOG9,1mini_17.mp4,divided them I,0,0,1,0
3NBFJK3IOGHU43TI2XM9OXWIOKEOG9,1mini_17.mp4,give them all to him at once,2,0,0,1
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,couple my legs,0,2,2,1
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,pick some,2,2,1,0
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,chilled out music,0,2,0,1
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,sit in the bath,0,0,0,0
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,check social meter in the bath,1,2,0,0
3QHITW7OYN8WFOTVVAM3HGGF5QJAQR,4mini_9.mp4,actually dropped my phone in the bath yet,1,1,1,1
31JUPBOORM3753K367UT43BQ5WW8LW,6mini_17.mp4,understand whether it,2,2,2,1
31JUPBOORM3753K367UT43BQ5WW8LW,6mini_17.mp4,growing in my tub,1,1,2,1
31JUPBOORM3753K367UT43BQ5WW8LW,6mini_17.mp4,followed me,1,1,2,1
31JUPBOORM3753K367UT43BQ5WW8LW,6mini_17.mp4,get in the tub,1,1,0,0
31JUPBOORM3753K367UT43BQ5WW8LW,6mini_17.mp4,drink a bunch of water,1,0,0,0
34D9ZRXCYQT8S488NEB8CGVGNE4ASG,4mini_15.mp4,make my hair amazing I,2,2,1,1
34D9ZRXCYQT8S488NEB8CGVGNE4ASG,4mini_15.mp4,using it for about a month or,1,0,1,1
34D9ZRXCYQT8S488NEB8CGVGNE4ASG,4mini_15.mp4,putting on a bit of Oprah or Wonder,0,0,1,0
34D9ZRXCYQT8S488NEB8CGVGNE4ASG,4mini_15.mp4,lash to my neck,0,0,1,1
3W5PY7V3UO6GPJNLGQGAN1M0UMTYJX,1mini_22.mp4,go ahead,2,2,0,1
3W5PY7V3UO6GPJNLGQGAN1M0UMTYJX,1mini_22.mp4,see the color,2,2,1,1
3W5PY7V3UO6GPJNLGQGAN1M0UMTYJX,1mini_22.mp4,come out the cheese,2,2,0,1
3W5PY7V3UO6GPJNLGQGAN1M0UMTYJX,1mini_22.mp4,see that the cheese,2,2,0,1
3W5PY7V3UO6GPJNLGQGAN1M0UMTYJX,1mini_22.mp4,make its appearance as it,2,2,1,1
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,take him on a walk you just,0,0,0,0
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,smile when you,1,1,2,1
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,look at him,1,1,0,1
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,getting outside for the first time,1,1,0,1
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,get in the car,0,0,0,0
3HJ1EVZS2NIW749AZAWTZYCEV2T3RP,3mini_5.mp4,head to our favorite place,0,0,0,0
3AA88CN98O2B03T3YBGMOGMD9BTYKW,1mini_13.mp4,seems like an eternity in the oven,1,2,2,1
3AA88CN98O2B03T3YBGMOGMD9BTYKW,1mini_13.mp4,take it out,0,0,0,0
3AA88CN98O2B03T3YBGMOGMD9BTYKW,1mini_13.mp4,dehydrated at that point which,0,2,2,1
3AA88CN98O2B03T3YBGMOGMD9BTYKW,1mini_13.mp4,pull it right off the baking sheet,0,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZGR3QO,7mini_29.mp4,topping mine with some cream cheese and sliced avocado,0,2,0,0
33J5JKFMK5XWV3UAMV7TU829ZGR3QO,7mini_29.mp4,making myself a berry and granola yogurt,1,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZGR3QO,7mini_29.mp4,add some delicious blueberries,0,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZGR3QO,7mini_29.mp4,pour in my favorite granola,0,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZGR3QO,7mini_29.mp4,"Add another layer of yogurt , and top the healthy mix with yummy strawberries",0,0,0,0
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,get into bed,0,0,0,0
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,snuggles free,2,2,2,0
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,book the drink,2,2,2,1
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,relax I,0,0,0,0
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,hope you guys,2,2,2,1
36FFXPMST8N84ZOTM34R9X8J3KROH8,4mini_19.mp4,see you next time,2,2,2,1
38Z7YZ2SB21BL6CT7YEGYE4YIYOIQ3,4mini_4.mp4,tested the products myself before,0,1,2,0
38Z7YZ2SB21BL6CT7YEGYE4YIYOIQ3,4mini_4.mp4,providing them to you guys,0,1,2,1
38Z7YZ2SB21BL6CT7YEGYE4YIYOIQ3,4mini_4.mp4,gone through the entire packet of their original one it,0,1,2,1
38Z7YZ2SB21BL6CT7YEGYE4YIYOIQ3,4mini_4.mp4,tried the Malibu one,0,1,2,0
3KQC8JMJGBRJIAV735KZLUA88TVH36,4mini_10.mp4,hope I,2,2,2,1
3KQC8JMJGBRJIAV735KZLUA88TVH36,4mini_10.mp4,jinx myself,2,2,2,1
3KQC8JMJGBRJIAV735KZLUA88TVH36,4mini_10.mp4,shave my legs,0,0,0,0
3KQC8JMJGBRJIAV735KZLUA88TVH36,4mini_10.mp4,rinse my hair in the shower just,0,1,0,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,check my social media,2,1,2,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,answer to you guys,2,1,2,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,Let me just,2,1,2,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,make it at home,2,1,2,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,put the jar lid on,0,1,1,1
3OLZC0DJ8IE3QE8ATX8Q4136ZQ3IVX,7mini_31.mp4,take it with you to school or work,2,1,1,1
3QD8LUVX4WXJIFIQMSQE3DWMAF55XD,7mini_10.mp4,make colorful hearts all over this jar,0,0,0,0
3QD8LUVX4WXJIFIQMSQE3DWMAF55XD,7mini_10.mp4,use my jar,0,2,0,0
3QD8LUVX4WXJIFIQMSQE3DWMAF55XD,7mini_10.mp4,drink but this,2,2,2,1
3QD8LUVX4WXJIFIQMSQE3DWMAF55XD,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",0,2,0,1
3QD8LUVX4WXJIFIQMSQE3DWMAF55XD,7mini_10.mp4,done just,2,2,2,1
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,run enough today,2,1,1,1
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,head home,0,1,0,0
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,take a quick shower first,0,0,0,0
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,"put on my favorite red robe , which I basically",0,0,0,0
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,live in,2,2,1,1
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,brush my hair,0,0,0,0
39I4RL8QGIG406EB3JPIVZ2EMTRH4R,7mini_19.mp4,"loving the heatless waves , which",2,2,2,1
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,paint my nails every weekend morning,0,0,0,0
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,filming later that day,1,2,1,1
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,", and",2,2,2,1
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,listen to some music,1,1,0,1
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,paint my nails,0,0,0,0
3D0LPO3EAAYUQUEIW38FVX3MTG3YOG,7mini_36.mp4,went for this purple shade on all the nails except my ring finger,0,0,0,0
307L9TDWJXRBS6HI63FCQE74U543N1,1mini_17.mp4,treat if they or you,0,1,2,1
307L9TDWJXRBS6HI63FCQE74U543N1,1mini_17.mp4,used the potty,1,1,1,1
307L9TDWJXRBS6HI63FCQE74U543N1,1mini_17.mp4,divided them I,1,0,1,0
307L9TDWJXRBS6HI63FCQE74U543N1,1mini_17.mp4,give them all to him at once,1,1,1,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,make these,2,0,2,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,offer it to him if he,2,0,2,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,asks me for a snack if he,2,0,2,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,finish it all I,2,0,2,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,put it back in the refrigerator,1,0,1,1
308KJXFUJQ5974LNCEGYMLR2PXIAT5,1mini_8.mp4,go on hand,2,0,2,1
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,get into bed,0,0,0,0
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,snuggles free,0,2,2,0
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,book the drink,1,2,2,1
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,relax I,2,0,2,0
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,hope you guys,2,2,2,1
38VTL6WC49C8IK80ROCGMR3VCLZ5YJ,4mini_19.mp4,see you next time,1,0,2,1
3VJ4PFXFJ26O7H0CCJ68RHD48BPAUW,1mini_15.mp4,strain the seeds,2,1,1,1
3VJ4PFXFJ26O7H0CCJ68RHD48BPAUW,1mini_15.mp4,looking back that,2,2,2,1
3VJ4PFXFJ26O7H0CCJ68RHD48BPAUW,1mini_15.mp4,do if I ever,2,2,2,1
3VJ4PFXFJ26O7H0CCJ68RHD48BPAUW,1mini_15.mp4,make this again in the future which I,2,2,2,1
3N5YJ55YXF2BCRG3FIUMDMLA0FWAN4,4mini_10.mp4,hope I,2,2,2,1
3N5YJ55YXF2BCRG3FIUMDMLA0FWAN4,4mini_10.mp4,jinx myself,2,2,2,1
3N5YJ55YXF2BCRG3FIUMDMLA0FWAN4,4mini_10.mp4,shave my legs,0,2,0,0
3N5YJ55YXF2BCRG3FIUMDMLA0FWAN4,4mini_10.mp4,rinse my hair in the shower just,0,0,1,1
363A7XIFV3LOKWPCH9GDN3FNMIYAVL,2mini_21.mp4,has a channel too in case you,0,2,0,1
363A7XIFV3LOKWPCH9GDN3FNMIYAVL,2mini_21.mp4,seen his,1,2,2,1
363A7XIFV3LOKWPCH9GDN3FNMIYAVL,2mini_21.mp4,so check his out I just,0,2,2,1
363A7XIFV3LOKWPCH9GDN3FNMIYAVL,2mini_21.mp4,give him a little shout out Byron Talbott,1,2,2,1
363A7XIFV3LOKWPCH9GDN3FNMIYAVL,2mini_21.mp4,see you guys very soon,0,2,2,1
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,finish off by,2,2,2,1
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,using some of their body oil which I,0,2,2,0
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,gon just before I,2,2,2,1
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,use just the moisturize my body,2,2,0,0
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,get into bed,1,2,1,0
31ANT7FQN71MWPIBHO8S0R8SMPMH5W,4mini_18.mp4,chew out snowballs,2,2,2,1
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,run enough today,2,0,2,1
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,head home,0,0,0,0
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,take a quick shower first,0,0,0,0
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,"put on my favorite red robe , which I basically",0,0,0,0
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,live in,0,0,2,1
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,brush my hair,0,0,0,0
3KTZHH2ONHERBL2O6JV84GQF51M8MY,7mini_19.mp4,"loving the heatless waves , which",2,0,2,1
38RHULDV9XEG538FJ7DMQ3MK6Z5IW7,6mini_2.mp4,make sure your skin,1,0,0,1
38RHULDV9XEG538FJ7DMQ3MK6Z5IW7,6mini_2.mp4,cleansed before you,0,0,0,0
38RHULDV9XEG538FJ7DMQ3MK6Z5IW7,6mini_2.mp4,do all that,2,0,0,1
38RHULDV9XEG538FJ7DMQ3MK6Z5IW7,6mini_2.mp4,absorbing all that serum when there,2,0,0,1
38RHULDV9XEG538FJ7DMQ3MK6Z5IW7,6mini_2.mp4,move on,2,0,0,1
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,finish off by,2,2,2,1
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,using some of their body oil which I,0,0,0,0
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,gon just before I,2,1,2,1
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,use just the moisturize my body,0,0,2,0
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,get into bed,1,0,1,0
3MZ3TAMYTKMBX7RTKD3G34E3EKQIR4,4mini_18.mp4,chew out snowballs,2,1,1,1
3TTPFEFXCSJIFTIPM7IXSXMSIKXH6C,1mini_40.mp4,making them at home,0,0,0,0
