HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,All_Yes_actions,Majority_Yes_actions,Majority_No_actions
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,7p0_7mini_5.mp4,do I,2,2,2,,,do I
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,7p0_7mini_5.mp4,refined this,1,2,2,,,refined this
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,7p0_7mini_5.mp4,dissing off that,1,2,2,,,dissing off that
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,7p0_7mini_5.mp4,going back into summer I,1,2,2,,,going back into summer I
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,7p0_7mini_5.mp4,use it for,1,1,2,,,use it for
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,mixed in,1,0,1,,,mixed in
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,forms a creamy consistency like this I,1,0,0,,forms a creamy consistency like this I,
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,found it at my local market,1,1,1,,,found it at my local market
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,start with rice cakes,0,0,0,start with rice cakes,start with rice cakes,
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,plated it up like a crudite with some cucumber carrots,0,1,0,,plated it up like a crudite with some cucumber carrots,
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,found that,1,2,2,,,found that
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,found it in the international aisle,1,1,1,,,found it in the international aisle
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,blending for I,0,0,2,,blending for I,
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,find all the real food options there then I,1,1,2,,,find all the real food options there then I
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2p0_2mini_3.mp4,keep until it,1,1,2,,,keep until it
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2mini_21.mp4,has a channel too in case you,1,2,1,,,has a channel too in case you
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2mini_21.mp4,seen his,1,2,2,,,seen his
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2mini_21.mp4,so check his out I just,1,2,2,,,so check his out I just
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2mini_21.mp4,give him a little shout out Byron Talbott,1,1,1,,,give him a little shout out Byron Talbott
31S7M7DAGFPQ3NCR955OVZ7DJ9HLTY,2mini_21.mp4,see you guys very soon,1,2,2,,,see you guys very soon
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,6p1_9mini_1.mp4,changing up your cleaning routine,1,1,1,,,changing up your cleaning routine
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,6p1_9mini_1.mp4,do these things,1,2,1,,,do these things
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,6p1_9mini_1.mp4,do a deep clean,1,1,1,,,do a deep clean
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,6p1_9mini_1.mp4,do these most days,1,2,1,,,do these most days
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,using this beautiful gradient rainbow yarn,0,2,0,,using this beautiful gradient rainbow yarn,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,cutting all the way,0,0,1,,cutting all the way,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,linked in the description below,1,2,1,,,linked in the description below
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,done tie off the two ends,0,2,0,,done tie off the two ends,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,begin that I,2,2,1,,,begin that I
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,take an additional piece of yarn,0,0,0,take an additional piece of yarn,take an additional piece of yarn,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,look like this now we,1,2,1,,,look like this now we
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,wrapping your yarn I,0,0,0,wrapping your yarn I,wrapping your yarn I,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,slide them between the two pieces of cardboard,0,0,1,,slide them between the two pieces of cardboard,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,look like seeds or little pac-man 's place them on top of each other,2,2,1,,,look like seeds or little pac-man 's place them on top of each other
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,wrap the yarn,0,0,0,wrap the yarn,wrap the yarn,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,take our scissors,0,2,0,,take our scissors,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,9p1_10mini_2.mp4,use any yarn you,1,2,1,,,use any yarn you
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,hydrating night cream,2,2,2,,,hydrating night cream
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,depends how much time I,2,1,2,,,depends how much time I
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,do some skincare it,0,0,0,do some skincare it,do some skincare it,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,dance it,0,2,0,,dance it,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,doing this mud mask,0,0,0,doing this mud mask,doing this mud mask,
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,take a shower once I,1,2,1,,,take a shower once I
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,2p1_6mini_6.mp4,play my music on my bluetooth speaker in this bottle I,1,2,0,,,play my music on my bluetooth speaker in this bottle I
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,make these,1,2,0,,,make these
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,offer it to him if he,1,1,1,,,offer it to him if he
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,asks me for a snack if he,1,2,1,,,asks me for a snack if he
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,finish it all I,1,2,1,,,finish it all I
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,put it back in the refrigerator,1,1,1,,,put it back in the refrigerator
3BO3NEOQMZGJYQ5CI2HU8EPTEG2AIO,1mini_8.mp4,go on hand,0,2,1,,,go on hand
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,get right into the recipe you or I,2,0,0,,get right into the recipe you or I,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,throw everything into a food processor with your olive oil,0,0,0,throw everything into a food processor with your olive oil,throw everything into a food processor with your olive oil,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,check them out basically,0,2,1,,,check them out basically
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,used these gluten-free crackers by Mary 's gone crackers they,2,0,1,,,used these gluten-free crackers by Mary 's gone crackers they
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,make the base you,2,2,1,,,make the base you
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,using a soft goat cheese in this case you,0,1,1,,,using a soft goat cheese in this case you
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,pulse everything up,0,0,0,pulse everything up,pulse everything up,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,using original here kalamata olives,2,0,0,,using original here kalamata olives,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,10p0_4mini_2.mp4,get like a chunkier blended texture you,2,2,0,,,get like a chunkier blended texture you
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,get a video out for you guys,2,2,1,,,get a video out for you guys
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,get in,2,2,1,,,get in
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,put away in the first place,2,2,1,,,put away in the first place
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,slash office room I on my bench tops just purely,2,2,1,,,slash office room I on my bench tops just purely
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,hope you guys,2,2,1,,,hope you guys
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,find it too weird of kind of a video,2,2,1,,,find it too weird of kind of a video
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,getting in,2,2,1,,,getting in
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,done for you I really,2,2,1,,,done for you I really
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,cleaning motivation videos,2,2,0,,,cleaning motivation videos
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,get a little bit lazy,0,2,1,,,get a little bit lazy
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,putting things away when you,0,2,1,,,putting things away when you
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,cleaning under my desk,0,0,0,cleaning under my desk,cleaning under my desk,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,doing today really in this video,2,2,1,,,doing today really in this video
3D42WVSDH7U0KH1PX0PP83U81FCYFU,7p0_8mini_2.mp4,putting away things that never,0,2,0,,putting away things that never,
3D42WVSDH7U0KH1PX0PP83U81FCYFU,1mini_17.mp4,treat if they or you,2,2,1,,,treat if they or you
3D42WVSDH7U0KH1PX0PP83U81FCYFU,1mini_17.mp4,used the potty,1,1,1,,,used the potty
3D42WVSDH7U0KH1PX0PP83U81FCYFU,1mini_17.mp4,divided them I,0,2,1,,,divided them I
3D42WVSDH7U0KH1PX0PP83U81FCYFU,1mini_17.mp4,give them all to him at once,1,1,1,,,give them all to him at once
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,lasts a really long time I,0,1,0,,lasts a really long time I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,washing my face I,0,0,0,washing my face I,washing my face I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,whipped cream in my last video,2,2,2,,,whipped cream in my last video
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,using dream cream all over my body,0,0,0,using dream cream all over my body,using dream cream all over my body,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,keeping it pretty simple,0,0,0,keeping it pretty simple,keeping it pretty simple,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,using at night,0,0,0,using at night,using at night,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,get really swollen during pregnancy this,0,2,2,,,get really swollen during pregnancy this
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,goes a really long way,1,2,2,,,goes a really long way
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,made a cooling foot cream,0,0,0,made a cooling foot cream,made a cooling foot cream,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,rub that dream cream all over my legs my arms all over my body a little bit,0,0,0,rub that dream cream all over my legs my arms all over my body a little bit,rub that dream cream all over my legs my arms all over my body a little bit,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,rubbing that in I,0,0,1,,rubbing that in I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,buy this one,0,2,0,,buy this one,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,putting a little bit of serum on just a light hydrating serum,0,0,0,putting a little bit of serum on just a light hydrating serum,putting a little bit of serum on just a light hydrating serum,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,1p0_10mini_3.mp4,get that at lush,0,2,0,,get that at lush,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,go with that after to for when I,2,2,2,,,go with that after to for when I
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,blending that into my neck,0,0,0,blending that into my neck,blending that into my neck,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,do my no makeup makeup look which I,0,2,0,,do my no makeup makeup look which I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,change into my clothes really quickly I,0,0,0,change into my clothes really quickly I,change into my clothes really quickly I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,finish in under 10 minutes,0,2,0,,finish in under 10 minutes,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,using in the description box below,1,2,2,,,using in the description box below
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,chosen a really simple black handbag,0,2,0,,chosen a really simple black handbag,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,picked up my outfit which,0,2,0,,picked up my outfit which,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,put everything that I,0,2,2,,,put everything that I
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,done start,0,2,2,,,done start
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,apply my lipstick after I,0,0,0,apply my lipstick after I,apply my lipstick after I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,done in under five minutes flat,0,0,0,done in under five minutes flat,done in under five minutes flat,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,get it,0,0,2,,get it,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4p0_1mini_12.mp4,go that as well as my favorite black Maggie 's aware these way too often,0,2,2,,,go that as well as my favorite black Maggie 's aware these way too often
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,get into bed,0,0,0,get into bed,get into bed,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,snuggles free,0,2,2,,,snuggles free
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,book the drink,1,2,2,,,book the drink
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,relax I,0,0,2,,relax I,
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,hope you guys,2,2,2,,,hope you guys
3ZZAYRN1I5QY98FOMXLGNGB7EELTOM,4mini_19.mp4,see you next time,0,2,0,,see you next time,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,going over medium-high heat,0,0,1,,going over medium-high heat,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,added some salt,0,0,0,added some salt,added some salt,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,made the sauce,0,0,1,,made the sauce,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,help them,2,2,1,,,help them
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,sautéing my vegetables in water instead of oil,0,0,0,sautéing my vegetables in water instead of oil,sautéing my vegetables in water instead of oil,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,chop up while I,0,2,2,,,chop up while I
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,chopped these veggies,0,0,0,chopped these veggies,chopped these veggies,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,cooked through then I just,0,0,2,,cooked through then I just,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,sit on the stove for about five minutes while I,0,2,1,,,sit on the stove for about five minutes while I
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,going to dice this red bell pepper as well,0,0,0,going to dice this red bell pepper as well,going to dice this red bell pepper as well,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,chopping that I,0,0,2,,chopping that I,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,get nice,2,2,2,,,get nice
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,works just the same pretty much,2,2,2,,,works just the same pretty much
3H1C3QRA00IVB00O6XNUTUHPMQGECL,2p0_10mini_2.mp4,added some water,1,0,0,,added some water,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,chop the herbs beforehand just,0,1,1,,,chop the herbs beforehand just
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,give it a good shake drizzle it all over your salad,0,0,0,give it a good shake drizzle it all over your salad,give it a good shake drizzle it all over your salad,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,add in all the ingredients,0,0,1,,add in all the ingredients,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,dressing into a mason jar or glass salad,0,0,1,,dressing into a mason jar or glass salad,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,dressing jar like this one,0,2,2,,,dressing jar like this one
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,make sure to kind of roughly,0,2,2,,,make sure to kind of roughly
3H1C3QRA00IVB00O6XNUTUHPMQGECL,10p0_8mini_4.mp4,give it a quick pulse until blended,0,0,2,,give it a quick pulse until blended,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,makes this very quick,0,1,2,,,makes this very quick
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,using banana,0,0,0,using banana,using banana,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,call my breakfast fruit,0,2,2,,,call my breakfast fruit
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,take with you on the go,0,1,2,,,take with you on the go
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,eat it,1,1,1,,,eat it
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,cooked oatmeal you,0,1,1,,,cooked oatmeal you
3H1C3QRA00IVB00O6XNUTUHPMQGECL,8p1_8mini_6.mp4,slicing up your banana,0,0,0,slicing up your banana,slicing up your banana,
3H1C3QRA00IVB00O6XNUTUHPMQGECL,6mini_2.mp4,make sure your skin,0,2,2,,,make sure your skin
3H1C3QRA00IVB00O6XNUTUHPMQGECL,6mini_2.mp4,cleansed before you,0,1,2,,,cleansed before you
3H1C3QRA00IVB00O6XNUTUHPMQGECL,6mini_2.mp4,do all that,0,2,2,,,do all that
3H1C3QRA00IVB00O6XNUTUHPMQGECL,6mini_2.mp4,absorbing all that serum when there,0,1,2,,,absorbing all that serum when there
3H1C3QRA00IVB00O6XNUTUHPMQGECL,6mini_2.mp4,move on,1,2,2,,,move on
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,look perfectly clean just,2,0,2,,,look perfectly clean just
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,use a cup,1,1,1,,,use a cup
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,move on to floors floors,0,0,1,,move on to floors floors,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,filling it up with water,0,1,2,,,filling it up with water
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,dumping it on the walls,0,0,1,,dumping it on the walls,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,use a sprayer if you,0,0,0,use a sprayer if you,use a sprayer if you,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,rewetting you,0,2,0,,rewetting you,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,rinse it off with water,0,0,0,rinse it off with water,rinse it off with water,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4p1_6mini_7.mp4,get you back again,2,1,2,,,get you back again
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,implement as,1,1,2,,,implement as
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,gets a lot of traffic,2,1,1,,,gets a lot of traffic
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,cleaning it constantly I really,1,1,1,,,cleaning it constantly I really
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,jump right into my cleaning routine starting with what I,0,1,0,,jump right into my cleaning routine starting with what I,
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,cluttered in the bedroom,2,2,2,,,cluttered in the bedroom
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,do every day my first daily habit I,1,1,2,,,do every day my first daily habit I
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,get all of these items for free in the scent of your choice I,1,1,2,,,get all of these items for free in the scent of your choice I
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,sleep in your bed every night,1,1,1,,,sleep in your bed every night
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,offer you guys a free gift,2,1,0,,,offer you guys a free gift
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,making your bed every morning,0,0,0,making your bed every morning,making your bed every morning,
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,fix the bed,0,0,0,fix the bed,fix the bed,
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,make the bedroom look really clean,0,0,0,make the bedroom look really clean,make the bedroom look really clean,
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,makes a huge difference,2,1,2,,,makes a huge difference
3UQ1LLR2697LORDI35E70UHLVKWAL2,1p0_9mini_2.mp4,make a big difference the other room that I,2,1,1,,,make a big difference the other room that I
3UQ1LLR2697LORDI35E70UHLVKWAL2,4mini_10.mp4,hope I,1,1,2,,,hope I
3UQ1LLR2697LORDI35E70UHLVKWAL2,4mini_10.mp4,jinx myself,1,1,2,,,jinx myself
3UQ1LLR2697LORDI35E70UHLVKWAL2,4mini_10.mp4,shave my legs,0,0,0,shave my legs,shave my legs,
3UQ1LLR2697LORDI35E70UHLVKWAL2,4mini_10.mp4,rinse my hair in the shower just,1,1,0,,,rinse my hair in the shower just
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,got these button mushrooms,0,0,1,,got these button mushrooms,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,going into some lentil burgers this week I,1,0,1,,,going into some lentil burgers this week I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,worked for me in my transition,2,0,2,,,worked for me in my transition
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,grouped everything in order of recipe,1,0,2,,,grouped everything in order of recipe
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,buy them loose,1,0,1,,,buy them loose
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,make some lentil mushroom burgers later on this week,1,0,2,,,make some lentil mushroom burgers later on this week
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,use it,2,1,2,,,use it
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,show you what we,0,0,2,,show you what we,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,got okay,2,0,2,,,got okay
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,try this healthy food first,1,0,1,,,try this healthy food first
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,tell myself like oh I,2,0,1,,,tell myself like oh I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,starting over here on this end with some mushrooms I,2,1,1,,,starting over here on this end with some mushrooms I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,transfer these to a brown paper bag,1,1,1,,,transfer these to a brown paper bag
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,2p0_6mini_2.mp4,use these,2,1,2,,,use these
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,do on a day when I,2,0,2,,,do on a day when I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,making it,0,0,1,,making it,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,pour some hot water into the filter,0,0,0,pour some hot water into the filter,pour some hot water into the filter,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,find it,2,0,1,,,find it
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,measure out about one tablespoon of coffee out about one tablespoon of coffee grounds into a folded paper,1,0,0,,measure out about one tablespoon of coffee out about one tablespoon of coffee grounds into a folded paper,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,keep me full I,2,0,2,,,keep me full I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,make my own coffee,0,0,0,make my own coffee,make my own coffee,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,topping it up with water,1,0,0,,topping it up with water,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,find it strangely,2,1,2,,,find it strangely
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,seem I,2,0,2,,,seem I
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,drip through I actually,2,0,0,,drip through I actually,
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,drink my coffee black I probably,1,1,1,,,drink my coffee black I probably
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,guess it,2,0,2,,,guess it
3LN3BXKGCZU29C2KTJDJ5R94RMCWGS,6p0_5mini_10.mp4,suppresses my appetite a bit,2,0,2,,,suppresses my appetite a bit
