HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.video_url1,Input.actions1,Input.video_url2,Input.actions2,Input.video_url3,Input.actions3,Input.video_url4,Input.actions4,Input.video_url5,Input.actions5,Answer.WritingTexts,Answer.name_0_0,Answer.name_0_1,Answer.name_0_2,Answer.name_0_3,Answer.name_0_4,Answer.name_0_5,Answer.name_0_6,Answer.name_1_0,Answer.name_1_1,Answer.name_1_2,Answer.name_1_3,Answer.name_1_4,Answer.name_1_5,Answer.name_1_6,Answer.name_2_0,Answer.name_2_1,Answer.name_2_2,Answer.name_2_3,Answer.name_2_4,Answer.name_2_5,Answer.name_2_6,Answer.name_3_0,Answer.name_3_1,Answer.name_3_2,Answer.name_3_3,Answer.name_3_4,Answer.name_3_5,Answer.name_3_6,Answer.name_4_0,Answer.name_4_1,Answer.name_4_2,Answer.name_4_3,Answer.name_4_4,Answer.name_4_5,Answer.name_4_6,Approve,Reject
3JTPR5MTZRBDYFJJN9BPDJOKE6QK53,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3FIJLY1B6U38YN7HWFY8KWXHBGMPF5,A8MUV4J5B6VJT,Submitted,Thu Sep 20 20:30:29 PDT 2018,Thu Sep 20 20:32:36 PDT 2018,Sat Oct 20 20:32:36 PDT 2018,,,,127,0% (0/0),0% (0/0),0% (0/0),9p1_7mini_3.mp4,looks Michigan;hope you,2p0_5mini_12.mp4,use glass containers these;distribute the quinoa first into each glass dish then;got them on Amazon as a little Christmas gift to myself;add all the components to my little containers I;coated with the spices;put the lid on;put them in the fridge,2p0_5mini_12.mp4,make sure all the pieces;prep in your container I;add some sweet potato on the bottom,5p0_7mini_1.mp4,went to my first lab for my chemistry course that I just;meet for the lab;got out two two hours earlier than I;did that;did some yoga which;finished my first day back to school kind of I;get the blood flow into my brain I,7mini_31.mp4,check my social media;answer to you guys;Let me just;make it at home;put the jar lid on;take it with you to school or work,{},val_0_0_2,val_0_1_2,,,,,,val_1_0_0,val_1_1_0,val_1_2_2,val_1_3_0,val_1_4_1,val_1_5_0,val_1_6_1,val_2_0_2,val_2_1_0,val_2_2_1,,,,,val_3_0_1,val_3_1_1,val_3_2_1,val_3_3_2,val_3_4_1,val_3_5_2,val_3_6_2,val_4_0_1,val_4_1_1,val_4_2_2,val_4_3_1,val_4_4_1,val_4_5_1,,x,
3EGKVCRQFVRA70P9SY3TPD3NMHLBYQ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3AZHRG4CU4JAUUN4VZIG4M7C0IA308,ANMD34DNHLOLC,Submitted,Thu Sep 20 23:00:42 PDT 2018,Thu Sep 20 23:02:43 PDT 2018,Sat Oct 20 23:02:43 PDT 2018,,,,121,100% (82/82),0% (0/0),0% (0/0),5p0_7mini_1.mp4,went really well;going to this first lab;got up early,1p1_7mini_5.mp4,make lotion bars;pull it off;allow that to now you;cool down for a few minutes I;add a few other ingredients once it;added about one teaspoon of vanilla extract;add a little bit of pumpkin pie spice,1p1_7mini_5.mp4,mix that together;melted I,7p0_1mini_3.mp4,go there next to this grey one;makes everything;grab all of the clothes that I;do really quickly;lead me in to my next favorite thing;ignore the fact that I;go around,7mini_36.mp4,"paint my nails every weekend morning;filming later that day;, and;listen to some music;paint my nails;went for this purple shade on all the nails except my ring finger",{},val_0_0_1,val_0_1_1,val_0_2_1,,,,,val_1_0_1,val_1_1_1,val_1_2_1,val_1_3_0,val_1_4_0,val_1_5_0,val_1_6_0,val_2_0_0,val_2_1_2,,,,,,val_3_0_1,val_3_1_1,val_3_2_1,val_3_3_1,val_3_4_1,val_3_5_1,val_3_6_1,val_4_0_1,val_4_1_1,val_4_2_2,val_4_3_1,val_4_4_0,val_4_5_1,,x,
3EGKVCRQFVRA70P9SY3TPD3NMHLBYQ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3ON104KXQKVOKG7TOKGKLM8MFNKW4N,A2NKCX5P3OSEZH,Submitted,Thu Sep 20 23:01:52 PDT 2018,Thu Sep 20 23:06:30 PDT 2018,Sat Oct 20 23:06:30 PDT 2018,,,,278,0% (0/0),0% (0/0),0% (0/0),5p0_7mini_1.mp4,went really well;going to this first lab;got up early,1p1_7mini_5.mp4,make lotion bars;pull it off;allow that to now you;cool down for a few minutes I;add a few other ingredients once it;added about one teaspoon of vanilla extract;add a little bit of pumpkin pie spice,1p1_7mini_5.mp4,mix that together;melted I,7p0_1mini_3.mp4,go there next to this grey one;makes everything;grab all of the clothes that I;do really quickly;lead me in to my next favorite thing;ignore the fact that I;go around,7mini_36.mp4,"paint my nails every weekend morning;filming later that day;, and;listen to some music;paint my nails;went for this purple shade on all the nails except my ring finger",{},val_0_0_1,val_0_1_1,val_0_2_1,,,,,val_1_0_1,val_1_1_0,val_1_2_2,val_1_3_0,val_1_4_0,val_1_5_0,val_1_6_0,val_2_0_0,val_2_1_0,,,,,,val_3_0_0,val_3_1_1,val_3_2_0,val_3_3_2,val_3_4_2,val_3_5_2,val_3_6_2,val_4_0_0,val_4_1_2,val_4_2_2,val_4_3_2,val_4_4_0,val_4_5_0,,x,
3EGKVCRQFVRA70P9SY3TPD3NMHLBYQ,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3QBD8R3Z21IGF7YRXYPA4SV0CLGO4Y,A2Y996B1HMUGC1,Submitted,Thu Sep 20 19:48:11 PDT 2018,Thu Sep 20 19:48:52 PDT 2018,Sat Oct 20 19:48:52 PDT 2018,,,,41,0% (0/0),0% (0/0),0% (0/0),5p0_7mini_1.mp4,went really well;going to this first lab;got up early,1p1_7mini_5.mp4,make lotion bars;pull it off;allow that to now you;cool down for a few minutes I;add a few other ingredients once it;added about one teaspoon of vanilla extract;add a little bit of pumpkin pie spice,1p1_7mini_5.mp4,mix that together;melted I,7p0_1mini_3.mp4,go there next to this grey one;makes everything;grab all of the clothes that I;do really quickly;lead me in to my next favorite thing;ignore the fact that I;go around,7mini_36.mp4,"paint my nails every weekend morning;filming later that day;, and;listen to some music;paint my nails;went for this purple shade on all the nails except my ring finger",{},val_0_0_2,val_0_1_2,val_0_2_2,,,,,val_1_0_0,val_1_1_2,val_1_2_2,val_1_3_0,val_1_4_0,val_1_5_0,val_1_6_0,val_2_0_0,val_2_1_0,,,,,,val_3_0_2,val_3_1_0,val_3_2_0,val_3_3_0,val_3_4_2,val_3_5_2,val_3_6_1,val_4_0_0,val_4_1_2,val_4_2_2,val_4_3_0,val_4_4_0,val_4_5_1,,x,
3OKP4QVBP1W52ZZHSEHRN2CDZ3AGA2,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:56 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:56 PDT 2018,,,3BDCF01OGXTO7T9E9DXPS0VDCH7LYW,A38Z7Q3V5E2Q70,Submitted,Thu Sep 20 18:05:34 PDT 2018,Thu Sep 20 18:07:26 PDT 2018,Sat Oct 20 18:07:26 PDT 2018,,,,112,100% (1/1),0% (0/0),0% (0/0),10p0_2mini_4.mp4,pop on the lid;find you;sprinkle a little bit of my pink Himalayan sea salt;did a recipe video on which I;making this salad;shake it to kind of emulsify all the ingredients the oil;cook that before,10p0_2mini_4.mp4,link that down below;put that link down below now for the base of this salad you;shaking you really;create this amazing lemon vinaigrette;make the perfect quinoa;go ahead,1p0_5mini_12.mp4,see if there;getting it together;go with the season of my life like right;done around my house right now;switch up the kind of videos you;make yeah I;figuring it out we,1p0_5mini_12.mp4,mean I;going on my life;moved into a house a few years;do you;start a garden there;figuring it out;starting things up,4mini_9.mp4,couple my legs;pick some;chilled out music;sit in the bath;check social meter in the bath;actually dropped my phone in the bath yet,{},val_0_0_0,val_0_1_1,val_0_2_0,val_0_3_2,val_0_4_0,val_0_5_0,val_0_6_0,val_1_0_2,val_1_1_0,val_1_2_2,val_1_3_2,val_1_4_0,val_1_5_0,,val_2_0_2,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_2,val_2_5_2,val_2_6_2,val_3_0_2,val_3_1_2,val_3_2_0,val_3_3_2,val_3_4_0,val_3_5_0,val_3_6_0,val_4_0_2,val_4_1_0,val_4_2_2,val_4_3_0,val_4_4_0,val_4_5_2,,x,
3OKP4QVBP1W52ZZHSEHRN2CDZ3AGA2,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:56 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:56 PDT 2018,,,3J4Q2Z4UTY2V9LURMHNXOP9RBFXWQ0,A20I3A6VWC2T5C,Submitted,Thu Sep 20 20:22:33 PDT 2018,Thu Sep 20 20:28:03 PDT 2018,Sat Oct 20 20:28:03 PDT 2018,,,,330,0% (0/0),0% (0/0),0% (0/0),10p0_2mini_4.mp4,pop on the lid;find you;sprinkle a little bit of my pink Himalayan sea salt;did a recipe video on which I;making this salad;shake it to kind of emulsify all the ingredients the oil;cook that before,10p0_2mini_4.mp4,link that down below;put that link down below now for the base of this salad you;shaking you really;create this amazing lemon vinaigrette;make the perfect quinoa;go ahead,1p0_5mini_12.mp4,see if there;getting it together;go with the season of my life like right;done around my house right now;switch up the kind of videos you;make yeah I;figuring it out we,1p0_5mini_12.mp4,mean I;going on my life;moved into a house a few years;do you;start a garden there;figuring it out;starting things up,4mini_9.mp4,couple my legs;pick some;chilled out music;sit in the bath;check social meter in the bath;actually dropped my phone in the bath yet,{},val_0_0_0,val_0_1_2,val_0_2_0,val_0_3_2,val_0_4_1,val_0_5_0,val_0_6_0,val_1_0_2,val_1_1_2,val_1_2_0,val_1_3_2,val_1_4_2,val_1_5_0,,val_2_0_2,val_2_1_2,val_2_2_2,val_2_3_2,val_2_4_2,val_2_5_2,val_2_6_2,val_3_0_2,val_3_1_2,val_3_2_2,val_3_3_2,val_3_4_2,val_3_5_2,val_3_6_2,val_4_0_2,val_4_1_2,val_4_2_2,val_4_3_0,val_4_4_0,val_4_5_1,,x,
3OKP4QVBP1W52ZZHSEHRN2CDZ3AGA2,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:56 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:56 PDT 2018,,,3P1L2B7AD1OCDF5C3QORQ9XBY76LOJ,A2QDAN61DB2G9Z,Submitted,Thu Sep 20 17:05:09 PDT 2018,Thu Sep 20 17:16:53 PDT 2018,Sat Oct 20 17:16:53 PDT 2018,,,,704,0% (0/0),0% (0/0),0% (0/0),10p0_2mini_4.mp4,pop on the lid;find you;sprinkle a little bit of my pink Himalayan sea salt;did a recipe video on which I;making this salad;shake it to kind of emulsify all the ingredients the oil;cook that before,10p0_2mini_4.mp4,link that down below;put that link down below now for the base of this salad you;shaking you really;create this amazing lemon vinaigrette;make the perfect quinoa;go ahead,1p0_5mini_12.mp4,see if there;getting it together;go with the season of my life like right;done around my house right now;switch up the kind of videos you;make yeah I;figuring it out we,1p0_5mini_12.mp4,mean I;going on my life;moved into a house a few years;do you;start a garden there;figuring it out;starting things up,4mini_9.mp4,couple my legs;pick some;chilled out music;sit in the bath;check social meter in the bath;actually dropped my phone in the bath yet,good quality,val_0_0_0,val_0_1_0,val_0_2_0,val_0_3_0,val_0_4_0,val_0_5_0,val_0_6_0,val_1_0_0,val_1_1_0,val_1_2_0,val_1_3_0,val_1_4_0,val_1_5_0,,val_2_0_0,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_0,val_2_5_0,val_2_6_0,val_3_0_0,val_3_1_0,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_0,val_3_6_0,val_4_0_0,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_0,val_4_5_0,,,spammer
34F34TZU7VYQOYUEN59FEXLVF7ZJ22,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:58 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:58 PDT 2018,,,33ISQZVXPPLI1ME308M1SQD7FKACCY,A3KO9BJ72KJNRN,Submitted,Thu Sep 20 17:35:54 PDT 2018,Thu Sep 20 17:37:40 PDT 2018,Sat Oct 20 17:37:40 PDT 2018,,,,106,0% (0/0),0% (0/0),0% (0/0),2p0_8mini_17.mp4,subscribed to my channel yet I;hit the red;post every Sunday videos about health,6p0_8mini_6.mp4,give me some healthy fats;sprinkle of sea salt;top it with some avocado slices;whipped up in just a few minutes;munch on just one card;take a few minutes;sliced up one,6p0_8mini_6.mp4,toasted it;cut into thin strips;adding a little;filling one slice;cut one slice in half;keep me fuller for longer;using 1/3 of an avocado which,4p0_4mini_1.mp4,set an alarm;do it then;drink some water usually a glass or two you;brush my teeth I;head into the bathroom;drink water in the morning it just;make some tea this morning I,6mini_2.mp4,make sure your skin;cleansed before you;do all that;absorbing all that serum when there;move on,{},val_0_0_1,val_0_1_1,val_0_2_1,,,,,val_1_0_1,val_1_1_2,val_1_2_0,val_1_3_0,val_1_4_1,val_1_5_0,val_1_6_0,val_2_0_1,val_2_1_0,val_2_2_2,val_2_3_0,val_2_4_0,val_2_5_1,val_2_6_2,val_3_0_0,val_3_1_1,val_3_2_2,val_3_3_2,val_3_4_0,val_3_5_2,val_3_6_2,val_4_0_2,val_4_1_2,val_4_2_1,val_4_3_2,val_4_4_0,,,x,
34F34TZU7VYQOYUEN59FEXLVF7ZJ22,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:58 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:58 PDT 2018,,,37FMASSAYCQQ4K8XEIMSS95KA44BI2,A37CO0N1KC1CDW,Submitted,Thu Sep 20 23:09:51 PDT 2018,Thu Sep 20 23:17:49 PDT 2018,Sat Oct 20 23:17:49 PDT 2018,,,,478,60% (9/15),0% (0/0),0% (0/0),2p0_8mini_17.mp4,subscribed to my channel yet I;hit the red;post every Sunday videos about health,6p0_8mini_6.mp4,give me some healthy fats;sprinkle of sea salt;top it with some avocado slices;whipped up in just a few minutes;munch on just one card;take a few minutes;sliced up one,6p0_8mini_6.mp4,toasted it;cut into thin strips;adding a little;filling one slice;cut one slice in half;keep me fuller for longer;using 1/3 of an avocado which,4p0_4mini_1.mp4,set an alarm;do it then;drink some water usually a glass or two you;brush my teeth I;head into the bathroom;drink water in the morning it just;make some tea this morning I,6mini_2.mp4,make sure your skin;cleansed before you;do all that;absorbing all that serum when there;move on,{},val_0_0_2,val_0_1_2,val_0_2_2,,,,,val_1_0_2,val_1_1_0,val_1_2_0,val_1_3_0,val_1_4_1,val_1_5_2,val_1_6_0,val_2_0_1,val_2_1_0,val_2_2_0,val_2_3_0,val_2_4_0,val_2_5_1,val_2_6_0,val_3_0_1,val_3_1_2,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_0,val_3_6_0,val_4_0_2,val_4_1_0,val_4_2_0,val_4_3_0,val_4_4_1,,,x,
34F34TZU7VYQOYUEN59FEXLVF7ZJ22,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:58 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:58 PDT 2018,,,388U7OUMF702DW866PJCMKAS6WR0RA,A2NKCX5P3OSEZH,Submitted,Thu Sep 20 23:39:17 PDT 2018,Fri Sep 21 00:07:53 PDT 2018,Sun Oct 21 00:07:53 PDT 2018,,,,1716,0% (0/0),0% (0/0),0% (0/0),2p0_8mini_17.mp4,subscribed to my channel yet I;hit the red;post every Sunday videos about health,6p0_8mini_6.mp4,give me some healthy fats;sprinkle of sea salt;top it with some avocado slices;whipped up in just a few minutes;munch on just one card;take a few minutes;sliced up one,6p0_8mini_6.mp4,toasted it;cut into thin strips;adding a little;filling one slice;cut one slice in half;keep me fuller for longer;using 1/3 of an avocado which,4p0_4mini_1.mp4,set an alarm;do it then;drink some water usually a glass or two you;brush my teeth I;head into the bathroom;drink water in the morning it just;make some tea this morning I,6mini_2.mp4,make sure your skin;cleansed before you;do all that;absorbing all that serum when there;move on,{},val_0_0_0,val_0_1_1,val_0_2_2,,,,,val_1_0_1,val_1_1_0,val_1_2_0,val_1_3_1,val_1_4_2,val_1_5_2,val_1_6_1,val_2_0_0,val_2_1_0,val_2_2_0,val_2_3_2,val_2_4_1,val_2_5_2,val_2_6_1,val_3_0_0,val_3_1_2,val_3_2_0,val_3_3_0,val_3_4_0,val_3_5_0,val_3_6_0,val_4_0_0,val_4_1_0,val_4_2_2,val_4_3_0,val_4_4_2,,,x,
3KTCJ4SCVF090LI37YMTP637RVGM1S,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3NGI5ARFTT4H88D9PGJNVUTNA671PK,A3M706WDRF9W4E,Submitted,Thu Sep 20 22:38:59 PDT 2018,Thu Sep 20 22:44:49 PDT 2018,Sat Oct 20 22:44:49 PDT 2018,,,,350,100% (1/1),0% (0/0),0% (0/0),7p0_1mini_3.mp4,go off to the dirty wash basket;left over I;lost a DP lo I;look clean up;throwing clothes on chairs or over my dining table;find a quick little grab of all the clothes I;stretching again,7p1_10mini_2.mp4,does it;get messy;do this part right it;look like this like ten minutes favorite for mommy that;shake white that;make you;staying with the hot yeah they,7p1_10mini_2.mp4,win it why cuz;eat they;eat a lot;yeah your tweets it,2p0_9mini_2.mp4,watching my channel you;adds a beautiful natural green color to pretty much anything you;using throughout all these recipes today;has amazing nutrient benefits in it;make them super duper healthy;incorporate greens into all of those foods;show you today you,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,{},val_0_0_0,val_0_1_2,val_0_2_2,val_0_3_2,val_0_4_0,val_0_5_2,val_0_6_1,val_1_0_2,val_1_1_1,val_1_2_2,val_1_3_2,val_1_4_2,val_1_5_2,val_1_6_2,val_2_0_2,val_2_1_2,val_2_2_2,val_2_3_1,,,,val_3_0_1,val_3_1_1,val_3_2_1,val_3_3_2,val_3_4_2,val_3_5_1,val_3_6_2,val_4_0_0,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,val_4_5_1,,x,
3KTCJ4SCVF090LI37YMTP637RVGM1S,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3PPTZCWALQJZ3GZWX474NT39SH1ZQT,A25R76X0ZIKSK4,Submitted,Thu Sep 20 19:52:13 PDT 2018,Thu Sep 20 20:00:17 PDT 2018,Sat Oct 20 20:00:17 PDT 2018,,,,484,0% (0/0),0% (0/0),0% (0/0),7p0_1mini_3.mp4,go off to the dirty wash basket;left over I;lost a DP lo I;look clean up;throwing clothes on chairs or over my dining table;find a quick little grab of all the clothes I;stretching again,7p1_10mini_2.mp4,does it;get messy;do this part right it;look like this like ten minutes favorite for mommy that;shake white that;make you;staying with the hot yeah they,7p1_10mini_2.mp4,win it why cuz;eat they;eat a lot;yeah your tweets it,2p0_9mini_2.mp4,watching my channel you;adds a beautiful natural green color to pretty much anything you;using throughout all these recipes today;has amazing nutrient benefits in it;make them super duper healthy;incorporate greens into all of those foods;show you today you,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,the nonspecific ones like make these or do it i marked yes because they did make the object in the video and they do the action in the video.,val_0_0_0,val_0_1_2,val_0_2_2,val_0_3_0,val_0_4_1,val_0_5_0,val_0_6_1,val_1_0_0,val_1_1_0,val_1_2_2,val_1_3_2,val_1_4_2,val_1_5_2,val_1_6_2,val_2_0_2,val_2_1_2,val_2_2_1,val_2_3_2,,,,val_3_0_1,val_3_1_1,val_3_2_1,val_3_3_1,val_3_4_1,val_3_5_1,val_3_6_0,val_4_0_0,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,val_4_5_1,,x,
3KTCJ4SCVF090LI37YMTP637RVGM1S,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:24:09 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:24:09 PDT 2018,,,3QL2OFSM96H1SQBUPYVF817JEOSNCV,A1SLIXROMWDFX9,Submitted,Thu Sep 20 19:40:38 PDT 2018,Thu Sep 20 19:47:08 PDT 2018,Sat Oct 20 19:47:08 PDT 2018,,,,390,0% (0/0),0% (0/0),0% (0/0),7p0_1mini_3.mp4,go off to the dirty wash basket;left over I;lost a DP lo I;look clean up;throwing clothes on chairs or over my dining table;find a quick little grab of all the clothes I;stretching again,7p1_10mini_2.mp4,does it;get messy;do this part right it;look like this like ten minutes favorite for mommy that;shake white that;make you;staying with the hot yeah they,7p1_10mini_2.mp4,win it why cuz;eat they;eat a lot;yeah your tweets it,2p0_9mini_2.mp4,watching my channel you;adds a beautiful natural green color to pretty much anything you;using throughout all these recipes today;has amazing nutrient benefits in it;make them super duper healthy;incorporate greens into all of those foods;show you today you,1mini_8.mp4,make these;offer it to him if he;asks me for a snack if he;finish it all I;put it back in the refrigerator;go on hand,The third video was not visible and only showed an error sign. Some actions sentences were cut off at the end.,val_0_0_0,val_0_1_2,val_0_2_2,val_0_3_2,val_0_4_0,val_0_5_2,val_0_6_1,val_1_0_2,val_1_1_0,val_1_2_2,val_1_3_2,val_1_4_2,val_1_5_2,val_1_6_2,val_2_0_2,val_2_1_2,val_2_2_2,val_2_3_2,,,,val_3_0_0,val_3_1_2,val_3_2_2,val_3_3_0,val_3_4_0,val_3_5_2,val_3_6_2,val_4_0_0,val_4_1_1,val_4_2_1,val_4_3_1,val_4_4_1,val_4_5_2,,x,
3OREP8RUT1AAL949YSHNIDWJHLVGBX,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:56 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:56 PDT 2018,,,369J354OFD962HL7S35HWH6CHQXG6Q,A2BNOHYK3LD6TG,Submitted,Thu Sep 20 21:25:25 PDT 2018,Thu Sep 20 21:27:10 PDT 2018,Sat Oct 20 21:27:10 PDT 2018,,,,105,0% (0/0),0% (0/0),0% (0/0),1p0_5mini_12.mp4,doing everything 's new;leave house much I,7p0_10mini_4.mp4,stand still;keep oh I;running when I;stand still oh;send me free years;spinning Applause,8p0_8mini_3.mp4,wipe down phase;do it;makes the whole kitchen smell awesome by;run a dishwasher load;wipe down to the whole kitchen I;left over to dry in the sink;shove it into one pile by the sink I even when we the Keene,8p0_8mini_3.mp4,gives Charlie 9 opportunity;get as much up as I possibly;take longer than it;go a lot faster now that all the dishes;wipe in;stick whatever;empty in the morning I,4mini_15.mp4,make my hair amazing I;using it for about a month or;putting on a bit of Oprah or Wonder;lash to my neck,{},val_0_0_2,val_0_1_2,,,,,,val_1_0_1,val_1_1_2,val_1_2_2,val_1_3_1,val_1_4_2,val_1_5_0,,val_2_0_0,val_2_1_2,val_2_2_0,val_2_3_0,val_2_4_0,val_2_5_0,val_2_6_0,val_3_0_0,val_3_1_2,val_3_2_2,val_3_3_0,val_3_4_2,val_3_5_2,val_3_6_1,val_4_0_2,val_4_1_2,val_4_2_0,val_4_3_0,,,,x,
3OREP8RUT1AAL949YSHNIDWJHLVGBX,38GKZUFC7M6JO5UE33TG2WXFT4DHLD,Identify actions in videos,Identify which actions are visible in a video,"actions, videos",$0.35,Thu Sep 20 16:23:56 PDT 2018,3,BatchId:3377775;OriginalHitTemplateId:920937340;,1800,2592000,Sat Oct 20 16:23:56 PDT 2018,,,379J5II41OFQ1OSN9CLVLX3XU54ELC,A3AY0315YWWNXY,Submitted,Thu Sep 20 18:55:05 PDT 2018,Thu Sep 20 19:04:45 PDT 2018,Sat Oct 20 19:04:45 PDT 2018,,,,580,0% (0/0),0% (0/0),0% (0/0),1p0_5mini_12.mp4,doing everything 's new;leave house much I,7p0_10mini_4.mp4,stand still;keep oh I;running when I;stand still oh;send me free years;spinning Applause,8p0_8mini_3.mp4,wipe down phase;do it;makes the whole kitchen smell awesome by;run a dishwasher load;wipe down to the whole kitchen I;left over to dry in the sink;shove it into one pile by the sink I even when we the Keene,8p0_8mini_3.mp4,gives Charlie 9 opportunity;get as much up as I possibly;take longer than it;go a lot faster now that all the dishes;wipe in;stick whatever;empty in the morning I,4mini_15.mp4,make my hair amazing I;using it for about a month or;putting on a bit of Oprah or Wonder;lash to my neck,{},val_0_0_2,val_0_1_2,,,,,,val_1_0_1,val_1_1_2,val_1_2_1,val_1_3_1,val_1_4_2,val_1_5_2,,val_2_0_0,val_2_1_1,val_2_2_1,val_2_3_0,val_2_4_0,val_2_5_0,val_2_6_2,val_3_0_2,val_3_1_2,val_3_2_2,val_3_3_2,val_3_4_0,val_3_5_1,val_3_6_1,val_4_0_2,val_4_1_2,val_4_2_2,val_4_3_0,,,,x,
