HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,Worker_GT
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,asks me for a snack if he,0,2,0,1
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,finish it all I,0,1,1,1
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,put it back in the refrigerator,0,1,1,1
3PUV2Q8SV3379PUIW2GFCSTM4RSBDR,1mini_8.mp4,go on hand,0,2,2,1
3MZ3TAMYTKMBX7RTKD3G34E3EI3IRD,1mini_15.mp4,strain the seeds,1,1,0,1
3MZ3TAMYTKMBX7RTKD3G34E3EI3IRD,1mini_15.mp4,looking back that,2,1,0,1
3MZ3TAMYTKMBX7RTKD3G34E3EI3IRD,1mini_15.mp4,do if I ever,2,1,0,1
3MZ3TAMYTKMBX7RTKD3G34E3EI3IRD,1mini_15.mp4,make this again in the future which I,1,1,0,1
3DW3BNF1GGHA18WXKBWZRC9SWSB8VO,2mini_21.mp4,has a channel too in case you,2,2,0,1
3DW3BNF1GGHA18WXKBWZRC9SWSB8VO,2mini_21.mp4,seen his,2,2,0,1
3DW3BNF1GGHA18WXKBWZRC9SWSB8VO,2mini_21.mp4,so check his out I just,2,2,0,1
3DW3BNF1GGHA18WXKBWZRC9SWSB8VO,2mini_21.mp4,give him a little shout out Byron Talbott,1,2,0,1
3DW3BNF1GGHA18WXKBWZRC9SWSB8VO,2mini_21.mp4,see you guys very soon,2,2,0,1
3VAOOVPI3YR2KA4M0W3X98XWPU8LL4,6mini_2.mp4,make sure your skin,0,0,2,1
3VAOOVPI3YR2KA4M0W3X98XWPU8LL4,6mini_2.mp4,cleansed before you,0,0,2,0
3VAOOVPI3YR2KA4M0W3X98XWPU8LL4,6mini_2.mp4,do all that,0,0,2,1
3VAOOVPI3YR2KA4M0W3X98XWPU8LL4,6mini_2.mp4,absorbing all that serum when there,0,0,2,1
3VAOOVPI3YR2KA4M0W3X98XWPU8LL4,6mini_2.mp4,move on,1,0,2,1
3ZVPAMTJWM2X1GLYUP3DIS1NZ5BGRJ,7mini_26.mp4,baking sheet,0,1,1,1
3ZVPAMTJWM2X1GLYUP3DIS1NZ5BGRJ,7mini_26.mp4,Flat the mixture down with a spatula,1,0,1,0
3ZVPAMTJWM2X1GLYUP3DIS1NZ5BGRJ,7mini_26.mp4,making sure,1,2,1,1
3ZVPAMTJWM2X1GLYUP3DIS1NZ5BGRJ,7mini_26.mp4,Place them in the oven preheated at around 300 Fahrenheit or 160 degrees Celsius,2,0,2,0
3M47JKRKCW0PMIHWJ3ORFKTTFZK68V,6mini_17.mp4,understand whether it,2,2,2,1
3M47JKRKCW0PMIHWJ3ORFKTTFZK68V,6mini_17.mp4,growing in my tub,2,1,2,1
3M47JKRKCW0PMIHWJ3ORFKTTFZK68V,6mini_17.mp4,followed me,2,1,2,1
3M47JKRKCW0PMIHWJ3ORFKTTFZK68V,6mini_17.mp4,get in the tub,2,1,2,0
3M47JKRKCW0PMIHWJ3ORFKTTFZK68V,6mini_17.mp4,drink a bunch of water,2,1,2,0
3ACRLU860MDC1V8ISXRZIAB743TBEK,1mini_22.mp4,go ahead,1,2,2,1
3ACRLU860MDC1V8ISXRZIAB743TBEK,1mini_22.mp4,see the color,1,2,2,1
3ACRLU860MDC1V8ISXRZIAB743TBEK,1mini_22.mp4,come out the cheese,1,2,2,1
3ACRLU860MDC1V8ISXRZIAB743TBEK,1mini_22.mp4,see that the cheese,1,2,2,1
3ACRLU860MDC1V8ISXRZIAB743TBEK,1mini_22.mp4,make its appearance as it,1,2,2,1
3MVY4USGB5MNYMR6Z23LTEJZ0KMIS1,1mini_13.mp4,seems like an eternity in the oven,2,1,1,1
3MVY4USGB5MNYMR6Z23LTEJZ0KMIS1,1mini_13.mp4,take it out,2,1,1,0
3MVY4USGB5MNYMR6Z23LTEJZ0KMIS1,1mini_13.mp4,dehydrated at that point which,2,1,1,1
3MVY4USGB5MNYMR6Z23LTEJZ0KMIS1,1mini_13.mp4,pull it right off the baking sheet,2,1,1,0
3NCN4N1H1FGGV1LVLWUI8X5GIVUNBL,4mini_4.mp4,tested the products myself before,0,1,2,0
3NCN4N1H1FGGV1LVLWUI8X5GIVUNBL,4mini_4.mp4,providing them to you guys,0,2,2,1
3NCN4N1H1FGGV1LVLWUI8X5GIVUNBL,4mini_4.mp4,gone through the entire packet of their original one it,0,1,2,1
3NCN4N1H1FGGV1LVLWUI8X5GIVUNBL,4mini_4.mp4,tried the Malibu one,1,1,2,0
3ZRKL6Z1E7292VLB9E3I826JL7UGS7,7mini_10.mp4,make colorful hearts all over this jar,0,1,2,0
3ZRKL6Z1E7292VLB9E3I826JL7UGS7,7mini_10.mp4,use my jar,0,1,2,0
3ZRKL6Z1E7292VLB9E3I826JL7UGS7,7mini_10.mp4,drink but this,0,1,2,1
3ZRKL6Z1E7292VLB9E3I826JL7UGS7,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",0,1,2,1
3ZRKL6Z1E7292VLB9E3I826JL7UGS7,7mini_10.mp4,done just,0,1,2,1
3IQ9O0AYW5YODM4LO28B3JFL230ITQ,1mini_17.mp4,treat if they or you,1,2,2,1
3IQ9O0AYW5YODM4LO28B3JFL230ITQ,1mini_17.mp4,used the potty,1,2,1,1
3IQ9O0AYW5YODM4LO28B3JFL230ITQ,1mini_17.mp4,divided them I,1,2,2,0
3IQ9O0AYW5YODM4LO28B3JFL230ITQ,1mini_17.mp4,give them all to him at once,1,2,1,1
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,get into bed,1,1,2,0
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,snuggles free,2,1,2,0
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,book the drink,2,1,2,1
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,relax I,2,1,2,0
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,hope you guys,2,1,2,1
3VMV5CHJZ7EAHVYQYE88I725NQ8GTW,4mini_19.mp4,see you next time,2,1,2,1
3QXFBUZ4ZJFPH8DFYJYIN3O764FGUN,4mini_10.mp4,hope I,1,1,2,1
3QXFBUZ4ZJFPH8DFYJYIN3O764FGUN,4mini_10.mp4,jinx myself,1,1,2,1
3QXFBUZ4ZJFPH8DFYJYIN3O764FGUN,4mini_10.mp4,shave my legs,1,1,1,0
3QXFBUZ4ZJFPH8DFYJYIN3O764FGUN,4mini_10.mp4,rinse my hair in the shower just,1,1,1,1
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,run enough today,2,2,2,1
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,head home,1,0,2,0
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,take a quick shower first,1,0,2,0
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,"put on my favorite red robe , which I basically",1,2,2,0
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,live in,2,0,2,1
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,brush my hair,1,1,2,0
3S8APUMBJWI4798EN8B50SW7G48BF2,7mini_19.mp4,"loving the heatless waves , which",2,1,2,1
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,finish off by,2,1,1,1
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,using some of their body oil which I,2,1,1,0
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,gon just before I,2,1,1,1
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,use just the moisturize my body,1,1,0,0
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,get into bed,1,1,0,0
3U18MJKL1TLZ56D1ZWQDJHBY0GUNCS,4mini_18.mp4,chew out snowballs,1,1,1,1
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,making them at home,1,1,1,0
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,controlling the ingredients that,1,1,1,0
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,go in there,1,1,1,1
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,starting again with a food processor I,1,1,1,0
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,frozen berries that I,1,1,1,1
3JMQI2OLFY49AYJFZSLO3NTGLG6NDS,1mini_40.mp4,sitting out for a little bit,1,1,1,1
