HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,make the choice,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,making healthier food choices,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,eating a healthy breakfast in the morning well what,0,0,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,make them,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,make their beds I,0,0,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,make someone feel,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,shown that people who,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p0_3mini_4.mp4,eating if you,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,doing it,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,looked at them,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,see mommy floors today,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,mopping I,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,do a quick run-through over our floors with them up,0,0,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,adding a little bit of essential oil to the pad,0,0,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,4p1_3mini_15.mp4,makes it smell,0,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,go ahead,1,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,see the color,1,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,come out the cheese,1,2,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,see that the cheese,1,1,-1
38O9DZ0A61ME03F73MFQ5TGQTZS62S,1mini_22.mp4,make its appearance as it,1,2,-1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,go through we,2,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,decorating or redecorating I,0,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,end up on my channel,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,make sure that my space,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,starting out in my kitchen,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,filmed this I,1,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,gotten out of school the day before I,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,get on into it,1,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,do any kind of always,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,go ahead,1,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_2.mp4,clear up the counters,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,leave your couches I just,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,works really really good you,2,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,makes testing throughout the week a little bit easier,2,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,use this,2,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,got this duster from Grove collaborative as well I,2,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,pass into the washing machine,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,do any time I,1,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,get a lot of questions,2,1,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,ride us throughout the week,1,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,looking like new then,2,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,4p1_3mini_11.mp4,take the Duster part off,0,0,0
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,seems like an eternity in the oven,2,1,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,take it out,2,1,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,dehydrated at that point which,2,1,1
3X55NP42ENFBVRTVMIS4U3CZUII3P6,1mini_13.mp4,pull it right off the baking sheet,2,1,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,get into better shape the Apple oatmeal,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,scratched my channel for more videos I,1,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,put all the recipes that I,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,lose weight,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,making those three gluten-free breakfasts with me,0,1,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,make sure that you like it,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,see you soon,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,thank you,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,put a link to that below this video you,0,2,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,check them out if you,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,share it,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,hope that you,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,watching this video I really,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,6p0_3mini_11.mp4,showed you today over on my blog,0,1,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,take about five minutes longer,0,2,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,go to my Pilates class dinner,0,1,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,use a premade,0,1,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,leave those in a little bit longer,0,1,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,cut them in half,0,0,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,put on top of the salmon,0,2,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,put my salmon on the tray spray both of those down with a little bit of olive oil,0,0,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,make them,1,0,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,cook something it,1,2,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,dedicated to my favorite make-ahead meals,0,1,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,reheat a meal that I,0,2,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,varies the most for me most,0,2,2
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,5p1_3mini_7.mp4,prepared I,0,2,0
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,tested the products myself before,2,2,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,providing them to you guys,2,2,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,gone through the entire packet of their original one it,2,2,1
3MYASTQBG6AUDVW7FKD57HOLQRTDQ5,4mini_4.mp4,tried the Malibu one,2,2,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,rose water spray everybody literally,0,1,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,using a real techniques,0,0,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,brightening cream,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,go in with my origins,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,rose gold brushes from zoeva,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,talks about,0,2,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,do a really intense look for a video,0,1,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,trying it out then I,0,2,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,use this around my eye area,0,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,6p1_3mini_4.mp4,move on to makeup my makeup routine,0,2,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,telling yourself,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,cancel complex I,1,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,hating on yourself I I just I truly it,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,give your skin that healthy glowy look the next healthy morning habit idea,0,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,getting ready in the morning instead of,0,2,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,believe that every person,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,believe in ugly people,1,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,improve the condition of your skin,0,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,looks different,0,2,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,accentuate your best features we,1,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,try that you,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,tell yourself you,0,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,looked after to you,1,2,2
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,4p0_3mini_11.mp4,getting ready in the morning,0,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,make colorful hearts all over this jar,1,0,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,use my jar,2,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,drink but this,2,2,1
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",2,0,0
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,done just,2,2,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,garnish it,0,0,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,take the rosemary out,0,0,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,try it out,0,0,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,start your period,0,1,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,make your own bath salts with Epsom salt,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,take baths while they,0,1,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,getting ready,0,1,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,add the kale in there I,0,1,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,mix together for when you,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,serve you,0,1,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,put it in a bowl,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,hope you,0,1,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,add in your fresh herbs,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,makes it,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,use kale,0,1,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,go ahead toast your bread line it with the lettuce you,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,adding fresh herbs,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,added all of the chickpeas to a medium-sized bowl,0,0,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,sip like recipes like this it really,0,2,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,going to you,0,2,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,pack as much of this chickpea salad,0,2,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,packed our very well,0,2,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,telling you,0,1,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,mashed potatoes,0,1,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,see we,0,2,1
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,get it good kind of like tuna salad consistency,0,0,0
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,treat if they or you,1,1,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,used the potty,1,1,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,divided them I,1,1,2
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,give them all to him at once,1,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,make a lentil kale soup,0,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reaching for products that,2,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,makes me,2,0,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,veggie broth I,2,0,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,make something hearty,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reduce redness or puffiness it,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,find that that,2,0,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,going for,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,add lots,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reduce any redness or puffiness,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,add some onions I,0,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,look forward to,2,0,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,hear your feedback,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,add frozen banana or a scoop of peanut butter for an extra protein,1,0,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,add enough nutrients to kind of fill you up until your next meal if you,1,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,try any of these I,1,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,throw them in the fridge already in a takeaway container,1,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,make them the night before,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,running out the door sometimes,1,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,found them helpful,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,seeing you guys the next video,2,0,0
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,do if you people,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,hope you,2,0,1
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,get into bed,1,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,snuggles free,1,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,book the drink,1,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,relax I,2,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,hope you guys,1,1,2
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,see you next time,1,1,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,has iron,2,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,add them in for a little bit of sweetness,2,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,chop these up,2,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,get super high in protein,2,1,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,watch it as much you,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,post on my blog very soon,2,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,add your toppings to it I that I,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,getting your lunch together,2,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,takes a little bit longer,2,1,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,makes them super delicious without,2,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,buy those prepackaged oatmeal packages they normally,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,adding too much sugar or you you you here you,2,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,stir it here in there or you,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,take a supplement internally,1,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,make a magnesium lotion bar which,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,stick it in the refrigerator,1,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,made several lotion bars on my channel before,1,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,keep it at room temperature,2,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,put that into silicone molds,0,0,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,come by,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,add essential oils once I,1,2,0
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,throbbing one thing that,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,listed below I,2,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,mixed together ingredients I always,0,2,0
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,allow it,2,1,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,talk to your doctor before you,2,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,cool down,0,1,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,hope I,1,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,jinx myself,1,2,2
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,shave my legs,1,2,1
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,rinse my hair in the shower just,1,2,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,find these for right around 10 bucks it,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use any product just water it,2,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,move I,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,sharing with you some budget-friendly,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,get it wet you,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,lie this,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,satisfying I rarely sweep if a fancy cordless vacuum,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use the long microfiber side to clean underneath of all of that furniture I,0,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,heard of before first up,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use cleaning products for your floor,1,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,see janitorial staff work this,2,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,opens up their package,1,0,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,writing on like sweet little notes in there,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,decided this cup I just,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,put those in there,1,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,trying to myself,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,tell it,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,add those in there,1,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,break it to them yet the very last thing that I,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,packing peanuts,2,0,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,treat these,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,got some yellow balloons which I,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,add I also,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,see there milk chocolate truffle bars I,2,0,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,go ahead,2,0,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,run enough today,2,1,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,head home,2,1,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,take a quick shower first,1,1,1
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"put on my favorite red robe , which I basically",1,1,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,live in,2,1,2
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,brush my hair,1,1,0
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"loving the heatless waves , which",2,1,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,give this video a thumbs up,2,1,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,add some red wine vinegar,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,go in there to that you just,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,found it interesting if you,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,check out some of my other health-related videos I,2,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,done they,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,topping I,2,2,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,watching this,2,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,drink an herbal iced tea this one,0,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,get these in a big bag from Costco,2,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,try them out if you,2,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,hope you guys,2,2,2
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,chopped up almonds,0,1,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,cut up some fresh parsley,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,smelled it,0,1,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,used this in my last pudding video,2,2,1
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,make it smell nice,0,0,0
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,loving them,2,2,1
