HIT_nb,Video_name,Actions,Worker_1,Worker_2,Worker_3,All_Yes_actions,Majority_Yes_actions
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,"Use it for pencil holders on your desk , as a vase for flowers , whatever you",2,0,0,,"Use it for pencil holders on your desk , as a vase for flowers , whatever you"
306W7JMRYXXVSUYRFU5ZQ0FLT0VB8L,7mini_10.mp4,done just,2,2,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,garnish it,0,0,2,,garnish it
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,take the rosemary out,0,0,2,,take the rosemary out
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,try it out,0,0,2,,try it out
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,start your period,0,1,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,make your own bath salts with Epsom salt,0,0,0,make your own bath salts with Epsom salt,make your own bath salts with Epsom salt
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,take baths while they,0,1,0,,take baths while they
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,getting ready,0,1,1,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,add the kale in there I,0,1,0,,add the kale in there I
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,mix together for when you,0,0,0,mix together for when you,mix together for when you
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,serve you,0,1,1,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,put it in a bowl,0,0,0,put it in a bowl,put it in a bowl
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1p0_3mini_8.mp4,hope you,0,1,0,,hope you
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,add in your fresh herbs,0,0,0,add in your fresh herbs,add in your fresh herbs
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,makes it,0,0,0,makes it,makes it
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,use kale,0,1,1,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,go ahead toast your bread line it with the lettuce you,0,0,0,go ahead toast your bread line it with the lettuce you,go ahead toast your bread line it with the lettuce you
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,adding fresh herbs,0,0,0,adding fresh herbs,adding fresh herbs
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,added all of the chickpeas to a medium-sized bowl,0,0,1,,added all of the chickpeas to a medium-sized bowl
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,sip like recipes like this it really,0,2,0,,sip like recipes like this it really
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,going to you,0,2,1,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,pack as much of this chickpea salad,0,2,0,,pack as much of this chickpea salad
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,packed our very well,0,2,0,,packed our very well
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,telling you,0,1,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,mashed potatoes,0,1,0,,mashed potatoes
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,see we,0,2,1,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,10p0_3mini_7.mp4,get it good kind of like tuna salad consistency,0,0,0,get it good kind of like tuna salad consistency,get it good kind of like tuna salad consistency
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,treat if they or you,1,1,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,used the potty,1,1,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,divided them I,1,1,2,,
3C8QQOM6JO00U9WGFT6KHS548QELIQ,1mini_17.mp4,give them all to him at once,1,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,make a lentil kale soup,0,0,1,,make a lentil kale soup
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reaching for products that,2,0,0,,reaching for products that
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,makes me,2,0,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,veggie broth I,2,0,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,make something hearty,0,0,0,make something hearty,make something hearty
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reduce redness or puffiness it,0,0,0,reduce redness or puffiness it,reduce redness or puffiness it
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,find that that,2,0,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,going for,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,add lots,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,reduce any redness or puffiness,0,0,0,reduce any redness or puffiness,reduce any redness or puffiness
33J5JKFMK5XWV3UAMV7TU829ZE43QX,1p0_3mini_6.mp4,add some onions I,0,0,0,add some onions I,add some onions I
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,look forward to,2,0,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,hear your feedback,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,add frozen banana or a scoop of peanut butter for an extra protein,1,0,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,add enough nutrients to kind of fill you up until your next meal if you,1,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,try any of these I,1,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,throw them in the fridge already in a takeaway container,1,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,make them the night before,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,running out the door sometimes,1,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,found them helpful,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,seeing you guys the next video,2,0,0,,seeing you guys the next video
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,do if you people,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,10p1_3mini_9.mp4,hope you,2,0,1,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,get into bed,1,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,snuggles free,1,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,book the drink,1,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,relax I,2,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,hope you guys,1,1,2,,
33J5JKFMK5XWV3UAMV7TU829ZE43QX,4mini_19.mp4,see you next time,1,1,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,has iron,2,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,add them in for a little bit of sweetness,2,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,chop these up,2,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,get super high in protein,2,1,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,watch it as much you,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,post on my blog very soon,2,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,add your toppings to it I that I,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,getting your lunch together,2,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,takes a little bit longer,2,1,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,makes them super delicious without,2,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,buy those prepackaged oatmeal packages they normally,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,adding too much sugar or you you you here you,2,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,10p1_3mini_4.mp4,stir it here in there or you,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,take a supplement internally,1,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,make a magnesium lotion bar which,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,stick it in the refrigerator,1,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,made several lotion bars on my channel before,1,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,keep it at room temperature,2,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,put that into silicone molds,0,0,1,,put that into silicone molds
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,come by,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,add essential oils once I,1,2,0,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,throbbing one thing that,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,listed below I,2,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,mixed together ingredients I always,0,2,0,,mixed together ingredients I always
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,allow it,2,1,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,talk to your doctor before you,2,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,1p0_3mini_3.mp4,cool down,0,1,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,hope I,1,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,jinx myself,1,2,2,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,shave my legs,1,2,1,,
3SD15I2WD1T3LLBQ7MTVO3LIZDS633,4mini_10.mp4,rinse my hair in the shower just,1,2,1,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,find these for right around 10 bucks it,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use any product just water it,2,0,0,,use any product just water it
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,move I,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,sharing with you some budget-friendly,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,get it wet you,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,lie this,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,satisfying I rarely sweep if a fancy cordless vacuum,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use the long microfiber side to clean underneath of all of that furniture I,0,0,0,use the long microfiber side to clean underneath of all of that furniture I,use the long microfiber side to clean underneath of all of that furniture I
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,heard of before first up,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,use cleaning products for your floor,1,0,0,,use cleaning products for your floor
3AFT28WXLE180UZDSLMC999Y3VJIO4,8p0_3mini_1.mp4,see janitorial staff work this,2,0,0,,see janitorial staff work this
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,opens up their package,1,0,1,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,writing on like sweet little notes in there,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,decided this cup I just,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,put those in there,1,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,trying to myself,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,tell it,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,add those in there,1,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,break it to them yet the very last thing that I,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,packing peanuts,2,0,1,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,treat these,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,got some yellow balloons which I,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,add I also,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,see there milk chocolate truffle bars I,2,0,0,,see there milk chocolate truffle bars I
3AFT28WXLE180UZDSLMC999Y3VJIO4,3p1_3mini_5.mp4,go ahead,2,0,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,run enough today,2,1,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,head home,2,1,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,take a quick shower first,1,1,1,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"put on my favorite red robe , which I basically",1,1,0,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,live in,2,1,2,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,brush my hair,1,1,0,,
3AFT28WXLE180UZDSLMC999Y3VJIO4,7mini_19.mp4,"loving the heatless waves , which",2,1,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,give this video a thumbs up,2,1,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,add some red wine vinegar,0,0,0,add some red wine vinegar,add some red wine vinegar
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,go in there to that you just,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,found it interesting if you,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,check out some of my other health-related videos I,2,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,done they,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,topping I,2,2,0,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,watching this,2,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,drink an herbal iced tea this one,0,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,get these in a big bag from Costco,2,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,try them out if you,2,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,hope you guys,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,chopped up almonds,0,1,0,,chopped up almonds
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,5p1_3mini_8.mp4,cut up some fresh parsley,0,0,0,cut up some fresh parsley,cut up some fresh parsley
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,smelled it,0,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,used this in my last pudding video,2,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,make it smell nice,0,0,0,make it smell nice,make it smell nice
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,loving them,2,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using them about a week,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using my favorite cleaner which,0,0,0,using my favorite cleaner which,using my favorite cleaner which
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,work really really well,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,wipe down my counters,0,0,0,wipe down my counters,wipe down my counters
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,wiping down my barstools I,0,0,0,wiping down my barstools I,wiping down my barstools I
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4p1_3mini_5.mp4,using the car shammies that I,0,1,0,,using the car shammies that I
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,finish off by,1,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,using some of their body oil which I,1,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,gon just before I,2,2,2,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,use just the moisturize my body,1,1,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,get into bed,1,2,1,,
3RWB1RTQDIMXWOZ1YZN0LKKAA4A8P3,4mini_18.mp4,chew out snowballs,1,2,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,show in this video in the description,0,2,0,,show in this video in the description
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,do either upper body weights or lower body weights,0,0,0,do either upper body weights or lower body weights,do either upper body weights or lower body weights
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,making breakfast,0,0,0,making breakfast,making breakfast
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,pack a little bag of stuff like a drink bottle,0,1,0,,pack a little bag of stuff like a drink bottle
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,give it a couple hours,0,2,0,,give it a couple hours
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,finish off with just a little bit of luck cardio warm down,0,2,0,,finish off with just a little bit of luck cardio warm down
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,start with some cardio,0,1,0,,start with some cardio
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,see like maybe a fitness routine,0,2,0,,see like maybe a fitness routine
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,throw on my little Nike runners I,0,0,0,throw on my little Nike runners I,throw on my little Nike runners I
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,seen this before I,0,2,0,,seen this before I
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,go to my gym,0,0,0,go to my gym,go to my gym
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,consists of one of my cotton on body sports bras a singlet,0,2,0,,consists of one of my cotton on body sports bras a singlet
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,jump straight into,0,2,0,,jump straight into
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,6p1_3mini_2.mp4,working on,0,2,0,,working on
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,make your own,0,2,0,,make your own
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,using one from an aluminum foil roll,0,0,0,using one from an aluminum foil roll,using one from an aluminum foil roll
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,adding our nails,0,0,0,adding our nails,adding our nails
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,hammer it in then,0,0,0,hammer it in then,hammer it in then
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,making beautiful things for my family on a budget all you,0,2,0,,making beautiful things for my family on a budget all you
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,make your own rain stick with just a few supplies you probably already,0,0,0,make your own rain stick with just a few supplies you probably already,make your own rain stick with just a few supplies you probably already
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,show you another option later if you only,0,2,0,,show you another option later if you only
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,looked by him one online,0,2,0,,looked by him one online
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,show you how easy it,0,2,0,,show you how easy it
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,start with our cardboard tube which,0,0,0,start with our cardboard tube which,start with our cardboard tube which
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,sticks that Lincoln absolutely,0,2,0,,sticks that Lincoln absolutely
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,stumbled across some tutorials on how you,0,2,0,,stumbled across some tutorials on how you
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,9p1_3mini_1.mp4,place your first one near the end of the tube,0,0,0,place your first one near the end of the tube,place your first one near the end of the tube
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,making them at home,2,1,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,controlling the ingredients that,2,1,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,go in there,2,1,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,starting again with a food processor I,2,1,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,frozen berries that I,2,1,1,,
3XABXM4AJ04IW00GYC2PLPAKF0W8QU,1mini_40.mp4,sitting out for a little bit,2,1,1,,
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,did here this or you,2,0,0,,did here this or you
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,hydrating your skin it,1,0,0,,hydrating your skin it
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,chopped celery this,0,0,0,chopped celery this,chopped celery this
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,make your own like we,2,0,0,,make your own like we
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,buy your favorite hummus from the store then,1,0,0,,buy your favorite hummus from the store then
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,used August containers which she,0,0,0,used August containers which she,used August containers which she
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,take advantage of them by,2,0,0,,take advantage of them by
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,collapse them after you,1,0,0,,collapse them after you
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,finish your lunch,1,0,0,,finish your lunch
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,add some hummus which of course,0,0,0,add some hummus which of course,add some hummus which of course
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,created these containers,1,0,0,,created these containers
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,making a comeback they,2,0,0,,making a comeback they
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,adding them into recipes like this one,2,0,0,,adding them into recipes like this one
3H5TOKO3D8IO3HUU70YEY8DODDO64O,10p0_3mini_4.mp4,has tons of healthy minerals this,2,0,0,,has tons of healthy minerals this
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,pack your kid 's lunch,0,0,0,pack your kid 's lunch,pack your kid 's lunch
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,put them in your kids lunches you them,2,0,0,,put them in your kids lunches you them
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,dedicate to lunch fights it you,2,0,0,,dedicate to lunch fights it you
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,get creative with ice,1,2,0,,
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,saves on dishes the other thing,2,0,0,,saves on dishes the other thing
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,packs you,2,0,0,,packs you
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,sleeping it,2,2,0,,
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,pack the lunches,1,0,0,,pack the lunches
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,store everything in a large plastic storage bin,0,0,0,store everything in a large plastic storage bin,store everything in a large plastic storage bin
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,cutting boards,2,0,0,,cutting boards
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,freeze really well,2,0,0,,freeze really well
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,make ahead surprisingly peanut butter,1,0,0,,make ahead surprisingly peanut butter
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,keep in your kitchen timing now the only time you,2,0,0,,keep in your kitchen timing now the only time you
3H5TOKO3D8IO3HUU70YEY8DODDO64O,9p0_3mini_3.mp4,make your life a lot easier,2,0,0,,make your life a lot easier
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,couple my legs,2,2,1,,
3H5TOKO3D8IO3HUU70YEY8DODDO64O,4mini_9.mp4,pick some,2,2,1,,
